,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
2429,2013,350000,90000,Diesel,Individual,Manual,One,Honda,Honda Amaze EX
2430,2018,1700000,15000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova Crysta
2431,2011,890000,86000,Diesel,Individual,Automatic,One,BMW,BMW X1 sDrive20d
2432,2014,500000,120000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio M2DI
2433,2019,600000,5200,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Elite i20
2434,2010,99000,60000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Beat LS
2435,2011,235000,46000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Era
2436,2006,75000,40000,Petrol,Individual,Manual,One,Tata,Tata Indigo GLX
2437,2014,600000,90000,Diesel,Individual,Manual,One,Honda,Honda City i
2438,2019,1000000,25000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
2439,2012,390000,90000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
2440,2015,600000,70000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Polo 1.5
2441,2017,600000,70000,Petrol,Individual,Manual,One,Hyundai,Hyundai i20 1.2
2442,2019,730000,35000,Diesel,Individual,Manual,One,Hyundai,Hyundai Elite i20
2443,2017,450000,12700,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Grand i10
2444,2011,250000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ritz LDi
2445,2018,1400000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W10
2446,2018,300000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
2447,2017,800000,19000,Petrol,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
2448,2009,125000,95000,Diesel,Individual,Manual,One,Fiat,Fiat Grande Punto
2449,2019,2600000,9500,Diesel,Individual,Automatic,Zero,BMW,BMW X1 sDrive
2450,2012,300000,50000,Petrol,Individual,Manual,Zero,Skoda,Skoda Fabia 1.2
2451,2012,295000,90000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Polo Diesel
2452,2013,650000,45839,Petrol,Dealer,Manual,Zero,Ford,Ford Ecosport 1.0
2453,2010,200000,74510,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Aveo 1.4
2454,2009,130000,87293,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Aveo U-VA
2455,2012,250000,156040,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Diesel
2456,2004,400000,93415,Diesel,Dealer,Manual,Zero,Ford,Ford Endeavour 2.5L
2457,2017,430000,101159,Petrol,Dealer,Manual,Zero,Ford,Ford Aspire Titanium
2458,2015,170000,80000,Petrol,Individual,Manual,One,Hyundai,Hyundai EON 1.0
2459,2019,450000,12000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 2019-2020
2460,2013,350000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift ZXI
2461,2011,130000,68519,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
2462,2012,180000,55130,Diesel,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2463,2014,475000,65239,Petrol,Dealer,Manual,Zero,Ford,Ford Ecosport 1.0
2464,2015,470000,58182,Petrol,Dealer,Manual,Zero,Volkswagen,Volkswagen Polo 1.2
2465,2012,200000,91245,Diesel,Dealer,Manual,Zero,Ford,Ford Fiesta Diesel
2466,2013,650000,102989,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W8
2467,2010,400000,50000,Petrol,Individual,Manual,Zero,Honda,Honda City 1.5
2468,2000,100000,120000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen VXI
2469,2014,409999,90000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2470,2018,640000,25000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2471,2007,160000,80000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2472,2013,182000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo TDI
2473,2018,750000,70000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Zeta
2474,2002,150000,50000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Jeep MM
2475,2008,80000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Alto STD
2476,2016,240000,90000,Diesel,Individual,Manual,Two,Maruti,Maruti Celerio VDi
2477,2005,60000,60000,Petrol,Individual,Manual,Two,Maruti,Maruti Esteem Lxi
2478,2007,70000,120000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LX
2479,2008,285000,90000,Diesel,Individual,Automatic,One,Volkswagen,Volkswagen Jetta 1.9
2480,2015,350000,60000,Diesel,Individual,Manual,One,Maruti,Maruti Swift VDI
2481,2015,699000,30000,Diesel,Individual,Manual,One,Hyundai,Hyundai i20 Active
2482,2011,275000,108000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
2483,2012,350000,160000,Diesel,Individual,Manual,One,Hyundai,Hyundai i20 1.4
2484,2006,135000,90000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LXi
2485,2010,325000,120000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Xylo E4
2486,2012,650000,102000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
2487,2009,300000,178000,Diesel,Individual,Manual,One,Mahindra,Mahindra Bolero SLE
2488,2014,1200000,200000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2489,2012,450000,60000,Petrol,Dealer,Manual,Zero,Ford,Ford Fiesta Petrol
2490,2019,425000,3000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 1.2
2491,2006,150000,75118,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2492,2013,290000,140000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz LDi
2493,2014,335000,60000,Petrol,Individual,Manual,One,Hyundai,Hyundai Xcent 1.2
2494,2005,20000,25000,Petrol,Individual,Manual,One,Ford,Ford Ikon 1.6
2495,2005,250000,70000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Getz GLS
2496,2008,120000,41723,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro Xing
2497,2010,250000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti SX4 Vxi
2498,2012,220000,70000,Diesel,Individual,Manual,One,Tata,Tata Indigo LS
2499,2005,61000,4637,Petrol,Individual,Manual,One,Ford,Ford Ikon 1.3
2500,2016,620000,70000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2501,2014,425000,100000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Dzire
2502,2009,85000,120000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
2503,2015,270000,40000,Diesel,Individual,Manual,One,Maruti,Maruti Swift 1.3
2504,2009,180000,220000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Vdi
2505,2018,300000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
2506,2017,800000,19000,Petrol,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
2507,2009,125000,95000,Diesel,Individual,Manual,One,Fiat,Fiat Grande Punto
2508,2017,450000,30000,Petrol,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
2509,2012,450000,42655,Diesel,Individual,Manual,Zero,Tata,Tata New Safari
2510,2017,250000,43000,Petrol,Individual,Manual,One,Renault,Renault KWID 1.0
2511,2012,725000,70000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
2512,2010,250000,55000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
2513,2010,99000,80000,Diesel,Individual,Manual,One,Fiat,Fiat Punto 1.3
2514,2017,350000,55000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
2515,2018,511000,70000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.2
2516,2012,300000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ritz VDi
2517,2010,1100000,110000,Petrol,Individual,Automatic,Zero,Audi,Audi Q5 2.0
2518,2010,125000,60000,Petrol,Individual,Manual,Two,Hyundai,Hyundai i10 Sportz
2519,2018,500000,30000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 1.2
2520,2013,385000,80000,Diesel,Individual,Manual,One,Renault,Renault Duster 85PS
2521,2012,350000,90000,Petrol,Individual,Manual,Zero,Skoda,Skoda Rapid 1.6
2522,2003,60000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 Std
2523,2012,300000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Xing
2524,2012,400000,70000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 1.4
2525,2014,550000,110000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
2526,2012,300000,80000,Petrol,Individual,Manual,One,Nissan,Nissan Sunny XL
2527,2012,250000,156000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2528,2012,800000,180000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
2529,2018,300000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Eeco 5
2530,2004,80000,120000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
2531,2020,1200000,11000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S5
2532,2017,355000,40000,Petrol,Individual,Automatic,Zero,Renault,Renault KWID AMT
2533,2015,520000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2534,2012,500000,26000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
2535,2008,114999,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
2536,2014,1800000,50000,Diesel,Individual,Manual,Zero,Toyota,Toyota Fortuner 4x2
2537,2018,800000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
2538,2008,105000,30000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2539,2011,135000,78000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
2540,2011,170000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2541,2014,550000,100000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
2542,2009,250000,70000,Petrol,Individual,Manual,Two,Honda,Honda City 1.5
2543,2014,650000,30000,Diesel,Individual,Manual,One,Hyundai,Hyundai Elantra CRDi
2544,2008,210000,77000,Petrol,Individual,Automatic,Two,Honda,Honda City 1.5
2545,2011,260000,150000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Vento Diesel
2546,2016,750000,69000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2547,2016,1350000,120000,Diesel,Individual,Automatic,Zero,Toyota,Toyota Innova Crysta
2548,2012,220000,120000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz VDi
2549,2008,110000,110000,Petrol,Individual,Manual,One,Hyundai,Hyundai Getz 1.3
2550,2017,1230000,70000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 AT
2551,2013,220000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Quanto C6
2552,2009,130000,50000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo LX
2553,2012,330000,44000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 1.2
2554,2010,254999,90000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
2555,2014,600000,50000,Petrol,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
2556,2012,210000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Magna
2557,2014,300000,146000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Enjoy TCDi
2558,2018,426000,15000,Petrol,Individual,Automatic,Zero,Tata,Tata Tiago 1.2
2559,2015,265000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
2560,2016,450000,35000,Petrol,Individual,Manual,One,Hyundai,Hyundai Xcent 1.2
2561,2012,480000,80000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
2562,2010,40000,90000,Petrol,Individual,Manual,Zero,Tata,Tata Nano Lx
2563,2011,395000,70000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
2564,2013,229999,62000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2565,2018,875000,10000,Petrol,Individual,Automatic,Zero,Ford,Ford Ecosport 1.5
2566,2015,500000,35000,Petrol,Individual,Manual,One,Hyundai,Hyundai i20 Sportz
2567,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
2568,2018,3800000,10000,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz C-Class Progressive
2569,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
2570,2019,4950000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW X5 xDrive
2571,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
2572,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
2573,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
2574,2017,520000,10510,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
2575,2016,239000,41000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
2576,2012,229999,49824,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
2577,2013,1300000,58500,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
2578,2005,80000,56580,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GS
2579,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
2580,2019,450000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ignis 1.2
2581,2019,450000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ignis 1.2
2582,2012,550000,120000,Diesel,Individual,Manual,Two,Maruti,Maruti Ertiga VDI
2583,2013,200000,60000,Petrol,Individual,Manual,Zero,Tata,Tata Manza Aura
2584,2008,80000,90000,Petrol,Individual,Manual,One,Tata,Tata Indica GLS
2585,2010,300000,250000,Diesel,Individual,Manual,One,Tata,Tata New Safari
2586,2019,675000,15000,Diesel,Individual,Manual,Zero,Ford,Ford Aspire Titanium
2587,2017,260000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Eeco 7
2588,2019,500000,15000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
2589,2012,150000,55766,Petrol,Individual,Manual,One,Hyundai,Hyundai EON Sportz
2590,2006,100000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
2591,2001,70000,117000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2592,2004,100000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
2593,2012,730000,110000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2594,2016,525000,100000,Diesel,Individual,Manual,One,Nissan,Nissan Terrano XL
2595,2016,525000,105000,Diesel,Individual,Manual,One,Nissan,Nissan Terrano XL
2596,2009,550000,182000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
2597,2012,420000,95000,Diesel,Individual,Manual,One,Toyota,Toyota Corolla Altis
2598,2015,500000,70000,Petrol,Individual,Manual,Zero,Honda,Honda Amaze SX
2599,2009,165000,76000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2600,2014,650000,70000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
2601,2013,195000,46000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2602,1999,75000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen LX
2603,2005,100000,120000,Diesel,Individual,Manual,One,Hyundai,Hyundai Accent CRDi
2604,2017,1770000,25000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova Crysta
2605,2006,90000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Lxi
2606,2016,515000,50000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.1
2607,2001,62000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen LX
2608,2011,220000,110000,Diesel,Individual,Manual,Two,Toyota,Toyota Etios GD
2609,2019,520000,10000,CNG,Individual,Manual,Zero,Hyundai,Hyundai Santro Magna
2610,2010,170000,100000,Petrol,Individual,Manual,Zero,Fiat,Fiat Linea Emotion
2611,2011,190000,110000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
2612,2011,150000,100000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
2613,2009,125000,65000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
2614,2015,290000,40000,Diesel,Individual,Manual,Two,Honda,Honda Amaze EX
2615,2019,490000,13900,Petrol,Individual,Manual,Zero,Maruti,Maruti Celerio X
2616,2017,434999,17563,Petrol,Individual,Manual,Zero,Tata,Tata Tigor 1.2
2617,2016,380000,15000,Petrol,Individual,Manual,Zero,Tata,Tata Zest Revotron
2618,2012,200000,82000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Polo Diesel
2619,2016,495000,40000,Diesel,Individual,Manual,Zero,Ford,Ford Figo 1.5D
2620,2014,894999,173000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
2621,2014,600000,151000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W6
2622,2015,300000,50000,Petrol,Individual,Manual,Zero,Honda,Honda Brio S
2623,2017,430000,15000,Petrol,Individual,Manual,Zero,Honda,Honda Amaze E
2624,2017,370000,80000,Diesel,Individual,Manual,Zero,Honda,Honda Amaze E
2625,2019,750000,11000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Zeta
2626,2016,300000,50000,CNG,Individual,Manual,Zero,Maruti,Maruti Alto K10
2627,2012,700000,120000,Diesel,Individual,Automatic,One,BMW,BMW X1 sDrive20d
2628,2015,300000,90000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
2629,2012,130000,185000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
2630,2016,650000,40000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Asta
2631,2017,509999,25000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2632,2013,1000000,117780,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2633,2010,280000,120000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
2634,2017,600000,120000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift DDiS
2635,2013,210000,120000,Diesel,Individual,Manual,Two,Skoda,Skoda Rapid 1.6
2636,2014,1150000,110000,Diesel,Individual,Automatic,One,Audi,Audi Q3 2.0
2637,2018,229999,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
2638,2018,245000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
2639,2015,600000,60000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S4
2640,2016,375000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
2641,2015,150000,55000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 1.99
2642,2018,1450000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W10
2643,2014,500000,100000,Diesel,Individual,Manual,One,Maruti,Maruti Ertiga VDI
2644,2007,75000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2645,2006,225000,80000,Petrol,Individual,Automatic,Two,Hyundai,Hyundai Sonata AT
2646,2018,620000,35000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
2647,2010,600000,110000,Diesel,Individual,Manual,One,Nissan,Nissan X-Trail SLX
2648,2011,275000,160000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo E8
2649,2013,125000,125000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo TDI
2650,2011,80000,62000,Petrol,Individual,Manual,One,Tata,Tata Indigo GLS
2651,2011,199000,120000,Diesel,Individual,Manual,One,Nissan,Nissan Micra Diesel
2652,2016,440000,33000,Petrol,Individual,Manual,One,Nissan,Nissan Micra XL
2653,2017,700000,35000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 1.4
2654,2015,450000,50000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
2655,2019,240000,5000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
2656,2016,350000,12000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.2
2657,2016,650000,81595,Diesel,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
2658,2005,71000,22000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Getz GLS
2659,2015,400000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
2660,2008,130000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2661,2013,300000,70000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 2.6
2662,2019,1100000,4000,Diesel,Individual,Manual,Zero,Nissan,Nissan Kicks XL
2663,2015,2200000,24000,Diesel,Individual,Automatic,Zero,BMW,BMW 3 Series
2664,2018,800000,13500,Petrol,Dealer,Manual,Zero,Honda,Honda Amaze VX
2665,2013,490000,40000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ritz VDI
2666,2018,836000,9700,Petrol,Dealer,Manual,Zero,Honda,Honda Jazz 1.2
2667,2012,375000,62000,Petrol,Individual,Manual,One,Volkswagen,Volkswagen Polo Petrol
2668,2016,1249000,24000,Diesel,Dealer,Manual,Zero,Honda,Honda BR-V i-DTEC
2669,2019,1240000,13000,Diesel,Dealer,Manual,Zero,Honda,Honda WR-V i-DTEC
2670,2009,35000,50000,Petrol,Individual,Manual,Two,Tata,Tata Nano Std
2671,2017,1068000,36000,Petrol,Dealer,Manual,Zero,Honda,Honda BR-V i-VTEC
2672,2017,1189000,40000,Diesel,Dealer,Manual,Zero,Honda,Honda BR-V i-DTEC
2673,2018,700000,27000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Elite i20
2674,2016,350000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
2675,2009,254999,80000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Magna
2676,2005,229999,221000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Scorpio 2.6
2677,2016,750000,80000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Asta
2678,2012,325000,119000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz VDi
2679,2009,760000,190000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2680,2017,509999,25000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Celerio ZXI
2681,2013,363000,28740,Petrol,Individual,Manual,Zero,Nissan,Nissan Micra XL
2682,2010,229999,48500,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
2683,2012,290000,110000,Petrol,Individual,Manual,One,Nissan,Nissan Sunny XL
2684,2018,550000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
2685,2011,125000,120000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
2686,2014,2000000,130000,Diesel,Individual,Automatic,Zero,Volvo,Volvo XC60 D5
2687,2008,350000,140000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2688,2011,390000,90000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
2689,2010,260000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
2690,2008,150000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Omni BSIII
2691,2006,85000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Esteem Vxi
2692,2015,280000,15000,Petrol,Individual,Manual,One,Maruti,Maruti Alto 800
2693,2015,220000,45000,Petrol,Individual,Manual,Zero,Maruti,Maruti Celerio VXI
2694,2005,140000,80000,Petrol,Individual,Manual,Two,Hyundai,Hyundai Santro Xing
2695,2018,370000,15000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Wagon R
2696,2019,650000,20000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2697,2017,280000,37000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
2698,2016,540000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2699,2018,800000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ciaz Sigma
2700,2016,515000,25000,Diesel,Individual,Manual,Zero,Ford,Ford Figo 1.5D
2701,2010,220000,96000,Petrol,Individual,Manual,Two,Hyundai,Hyundai i20 1.2
